FSHBSTCLPN,obstacle_name,BSTCLNM,gazetted_name,GZTTDNM,UTM_ZONE,TMSTNG,TMNRTHNG,utm_zone,utm_easting,utm_northing,last_updated,geometry
24982,Falls,Falls,NA,NA,10,287904,5472395,9,584126,5597612,2021-02-11,"c(-147324.345681673, 5506680.16552716, 0)"
25579,Dam,Falls,NA,NA,10,423480,5381456,10,372542,5426141,2021-02-11,"c(-18876.3226431759, 5404889.58944285, 0)"
26808,Falls,Falls,RONNING CREEK,ANDERSON RIVER,10,612707,5522115,9,556995,5607926,2021-02-11,"c(181342.529205686, 5530365.39239123, 0)"
26809,Falls,Rock,MOUNTAIN CREEK,ANDERSON RIVER,10,616289,5520526,8,671960,5908956,2021-02-11,"c(184789.644301135, 5528492.9552066, 0)"
19984,Dam,Rock,RISKE CREEK,BUGABOO CREEK,11,543211,5635821,10,530553,5758132,2021-02-11,"c(543211.000314842, 5635820.99973696, 0)"
26309,Falls,Falls,NA,MILL STREAM,10,461937,5370093,9,594031,5566288,2021-02-11,"c(18682.6159729857, 5390496.54881566, 0)"
25212,Cascade,Dam,BULLDOG CREEK,CEDAR CREEK,11,293924,5464608,11,371891,5837603,2021-02-11,"c(293923.999906709, 5464607.9997655, 0)"
25332,Dam,Culvert,CHINA CREEK,HELLROARING CREEK,11,480026,5445529,10,374927,5448175,2021-02-11,"c(480025.999898563, 5445529.00003169, 0)"
26625,Log jam,Persistent debris; present for several years,BUCK CREEK,OGRE LAKE,10,509595,5592754,9,585168,5578041,2021-02-11,"c(84087.748762504, 5609193.17649689, 0)"
32329,Dam,Culvert,HICKS LAKE,ONE FORTY ONE CREEK,10,368020,6526213,10,593832,5466919,2021-02-11,"c(22625.4514140249, 6553586.68287897, 0)"
32488,Culvert,Cascade,NA,NA,9,642452,6134506,10,500068,5448884,2021-02-11,"c(-117658.990966672, 6175625.64493582, 0)"
33201,Falls,Rocks,NA,COLDWATER CREEK,9,523179,6019900,9,542423,6097067,2021-02-11,"c(-255552.85666745, 6082570.4918785, 0)"
33226,Falls,Beaver Dam,NA,NA,11,659906,5495862,9,556575,6109969,2021-02-11,"c(659906.000276331, 5495861.99966238, 0)"
33794,Logs,Rocks,DANIELS RIVER,MILL STREAM,10,465596,5366709,10,397539,5571171,2021-02-11,"c(22074.2974846397, 5386825.56112539, 0)"
33795,Cascade,Rocks,NA,MILL STREAM,10,465586,5366670,10,634912,5986026,2021-02-11,"c(22061.2330643474, 5386787.35957496, 0)"
33796,Rocks,Rocks,NA,MILL STREAM,10,465584,5366670,10,635220,5985937,2021-02-11,"c(22059.2328323435, 5386787.51691124, 0)"
33797,Cascade,Rocks,NA,MILL STREAM,10,465454,5366516,9,453017,5963256,2021-02-11,"c(21917.1561444056, 5386643.78870466, 0)"
33798,Cascade,Rocks,DANIELS RIVER,MILL STREAM,10,465455,5366514,10,399836,5580428,2021-02-11,"c(21917.9993776076, 5386641.71144061, 0)"
33800,Logs,Rocks,KITWANGA RIVER,MILL STREAM,10,464989,5366171,9,562515,6109182,2021-02-11,"c(21425.151789149, 5386335.46998563, 0)"
33801,Dam,Rocks,REAY CREEK,MILL STREAM,10,464986,5366172,10,469395,5387376,2021-02-11,"c(21422.2319747346, 5386336.70601472, 0)"
33803,Culvert,Rocks,REAY CREEK,MILL STREAM,10,464543,5366289,10,469218,5387516,2021-02-11,"c(20988.562583148, 5386488.5220082, 0)"
33804,Falls,Culvert,KENDAL CREEK,MILL STREAM,10,464349,5366492,9,543894,6047216,2021-02-11,"c(20810.5880494289, 5386706.72638819, 0)"
33805,Rocks,Dam,NA,MILL STREAM,10,464336,5366534,9,562941,6020744,2021-02-11,"c(20800.8954248031, 5386749.73641058, 0)"
33806,Rocks,Rocks,GOLDPAN CREEK,MILL STREAM,10,464336,5366534,9,459257,6479134,2021-02-11,"c(20800.8954248031, 5386749.73641058, 0)"
33807,Canyon,Persistent Debris,GOLDPAN CREEK,MILL STREAM,10,464335,5366541,9,460198,6478009,2021-02-11,"c(20800.4467615628, 5386756.81400533, 0)"
33808,Rocks,Persistent Debris,HAGAN CREEK,MILL STREAM,10,464060,5367241,10,465777,5382019,2021-02-11,"c(20580.5966787614, 5387478.25167459, 0)"
33809,Cascade,Canyon,HAGAN CREEK,MILL STREAM,10,462601,5369246,10,465785,5382051,2021-02-11,"c(19279.7738795674, 5389597.51074293, 0)"
33810,Dam,Rocks,HAGAN CREEK,MILL STREAM,10,462584,5369216,10,465816,5382054,2021-02-11,"c(19260.4172154921, 5389568.8570554, 0)"
33811,Dam,Culvert,HAGAN CREEK,MILL STREAM,10,461991,5370070,10,465869,5382078,2021-02-11,"c(18734.7919859994, 5390469.30384268, 0)"
33812,Dam,Rocks,HAGAN CREEK,MILL STREAM,10,461995,5370397,10,465973,5382131,2021-02-11,"c(18764.5307867485, 5390795.9031695, 0)"
33813,Culvert,Dam,HAGAN CREEK,MILL STREAM,10,462021,5370432,10,468585,5383575,2021-02-11,"c(18793.2792962019, 5390828.84716666, 0)"
34931,Falls,Beaver Dam,NA,ALTA CREEK,10,502928,5554607,9,329972,5813522,2021-02-11,"c(74345.9927088502, 5571626.26315419, 0)"
34934,Rocks,Beaver Dam,NA,ALTA CREEK,10,502369,5553103,9,495345,6240824,2021-02-11,"c(73666.3489561048, 5570168.84166658, 0)"
35110,Beaver Dam,Rocks,MERTON CREEK,ALLAN CREEK,10,415675,5381854,10,498283,6036895,2021-02-11,"c(-26651.2585390897, 5405903.59797553, 0)"
35132,Rocks,Rocks,FREDA CREEK,NA,9,451751,6026602,10,411231,5525732,2021-02-11,"c(-325328.273300834, 6101480.26240134, 0)"
35133,Rocks,Rocks,FREDA CREEK,NA,9,451749,6026726,10,411164,5527085,2021-02-11,"c(-325308.949511192, 6101603.81032473, 0)"
35134,Rocks,Rocks,FREDA CREEK,NA,9,451780,6026894,10,410306,5529183,2021-02-11,"c(-325249.273239446, 6101765.40553556, 0)"
35135,Canyon,Rocks,FREDA CREEK,NA,9,451763,6027094,10,410761,5530114,2021-02-11,"c(-325231.789480167, 6101967.04441458, 0)"
35136,Rocks,Cascade,FREDA CREEK,NA,9,452185,6027671,10,410987,5530672,2021-02-11,"c(-324713.3251304, 6102467.80577221, 0)"
35137,Cascade,Rocks,FREDA CREEK,NA,9,453395,6029869,10,410964,5530718,2021-02-11,"c(-323133.290271413, 6104443.64048927, 0)"
31757,Dam,Rock,HEBER RIVER,NA,10,382217,5593436,10,287757,5526655,2021-02-11,"c(-43171.9087170822, 5620205.27498161, 0)"
30632,Culvert,Cascade,NA,NA,10,310880,6078684,10,598018,5604229,2021-02-11,"c(-73888.451381012, 6111445.78968419, 0)"
30129,Falls,BEAVER DAM,PAUL CREEK,NA,10,693792,5743316,11,554709,5656864,2021-02-11,"c(280165.109339291, 5744388.68644129, 0)"
30735,Falls,Culvert,NA,NA,10,537049,6012970,10,559375,5908547,2021-02-11,"c(146406.937994727, 6026441.33017047, 0)"
30298,NA,BEAVER DAM,NA,SOVEREIGN CREEK,10,578470,5872397,NA,NA,NA,NA,"c(175872.284468838, 5882680.88433153, 0)"
36954,Rocks,Rocks,NA,JAMISON CREEK,10,400745,5710988,10,589467,6121260,2021-02-11,"c(-15028.1883564319, 5736236.29653435, 0)"
36955,Beaver Dam,Cascade,NA,JAMISON CREEK,10,400745,5710988,11,614479,5502448,2021-02-11,"c(-15028.1883564319, 5736236.29653435, 0)"
36956,Canyon,Rocks,NA,JAMISON CREEK,10,400529,5711536,8,643488,5975712,2021-02-11,"c(-15198.9849927598, 5736801.95632077, 0)"
38547,Rocks,Logs,NA,JUNIPER CREEK,9,586160,6111083,9,601062,6048688,2021-02-11,"c(-177433.681708923, 6162149.83458708, 0)"
499,Private Dam,Dam - Unknown Origin,BUNTING LAKE,NA,11,303144,5601903,10,578579,5790544,2021-02-11,"c(303144.000442298, 5601902.99993852, 0)"
512,Private Dam,Dam - Unknown Origin,BIG O.K. LAKE,BURNELL LAKE,11,309929,5453816,10,632967,5593231,2021-02-11,"c(309929.000393917, 5453815.99994837, 0)"
2495,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,533199,5637001,NA,NA,NA,NA,"c(533198.999651906, 5637001.00039298, 0)"
2775,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,536958,5635621,NA,NA,NA,NA,"c(536957.999713952, 5635620.99981511, 0)"
2776,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,528406,5639678,NA,NA,NA,NA,"c(528406.000097951, 5639677.99981983, 0)"
3096,LWD Jam,Cascade or Chute,BALDFACE CREEK,DRIFTWOOD CREEK,11,530590,5638355,11,473458,5494845,2021-02-11,"c(530589.999713356, 5638354.99959526, 0)"
4542,Cascade or Chute,Culvert,NA,DRIFTWOOD CREEK,11,530169,5638538,9,424089,6317009,2021-02-11,"c(530169.000105848, 5638537.99971724, 0)"
8207,NA,Beaver Dam,NA,NA,9,633475,6488367,NA,NA,NA,NA,"c(-64360.0918204855, 6527017.40368243, 0)"
8789,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,532513,5637520,NA,NA,NA,NA,"c(532512.999988527, 5637520.00028657, 0)"
9147,NA,Culvert,NA,NA,10,510976,5837566,NA,NA,NA,NA,"c(105597.77397342, 5853557.78385737, 0)"
5226,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,532141,5637514,NA,NA,NA,NA,"c(532141.000422233, 5637513.99983191, 0)"
5227,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,530926,5638239,NA,NA,NA,NA,"c(530926.000107209, 5638238.99976535, 0)"
6712,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,529948,5638446,NA,NA,NA,NA,"c(529947.999751357, 5638446.00024747, 0)"
5027,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,537366,5635492,NA,NA,NA,NA,"c(537366.000296859, 5635491.9995487, 0)"
6270,LWD Jam,Beaver Dam,NATANIKO CREEK,DRIFTWOOD CREEK,11,537366,5635492,10,448705,5911070,2021-02-11,"c(537366.000296859, 5635491.9995487, 0)"
6318,NA,Cascade or Chute,NA,NA,9,626833,6016941,NA,NA,NA,NA,"c(-153296.125320248, 6061919.59778082, 0)"
12180,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,529311,5638918,NA,NA,NA,NA,"c(529311.000221145, 5638917.99999854, 0)"
13228,NA,Cascade or Chute,NA,NA,11,396200,5557030,NA,NA,NA,NA,"c(396200.000385345, 5557029.99947197, 0)"
10288,NA,Cascade or Chute,NA,NA,9,618560,6019177,NA,NA,NA,NA,"c(-161109.258984781, 6065546.04895216, 0)"
11738,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,530434,5638422,NA,NA,NA,NA,"c(530433.999965715, 5638422.00044595, 0)"
9976,NA,Beaver Dam,NA,DRIFTWOOD CREEK,11,530401,5638463,NA,NA,NA,NA,"c(530401.000137191, 5638463.00044965, 0)"
9977,NA,Cascade or Chute,NA,DRIFTWOOD CREEK,11,526204,5641652,NA,NA,NA,NA,"c(526204.00017606, 5641651.99990537, 0)"
11253,NA,Culvert,NA,NA,10,593913,6129561,NA,NA,NA,NA,"c(213112.768792731, 6137877.26964208, 0)"
17201,Cascade/Chute,Cascade/Chute,NA,NA,11,663896,5474842,10,428831,6141777,2021-02-11,"c(663896.00022815, 5474841.99986263, 0)"
17218,Rock,Bars,NA,TRAIL CREEK,11,606608,5516034,11,426933,5564499,2021-02-11,"c(606608.000530843, 5516034.00042227, 0)"
17258,Falls,Log Jam,NA,NA,11,627924,5538552,10,630810,6012835,2021-02-11,"c(627923.999589923, 5538551.99987669, 0)"
17296,Culvert,Beaver Dams,NA,NA,10,687200,5739700,10,445070,6030100,2021-02-11,"c(273296.970578852, 5741326.42972607, 0)"
17297,Falls,Beaver Dams,NA,NA,10,687200,5739700,10,357130,6112780,2021-02-11,"c(273296.970578852, 5741326.42972607, 0)"
17348,Falls,Culvert,TSUIUS CREEK,NA,11,420786,5549485,11,391641,5612427,2021-02-11,"c(420786.00025625, 5549485.00035138, 0)"
17584,Log Jam,Falls,BULL RIVER,NA,11,627924,5538552,11,635239,5551409,2021-02-11,"c(627923.999589923, 5538551.99987669, 0)"
17919,Beaver Dams,Rock,NA,NA,11,426933,5564499,9,639900,6111200,2021-02-11,"c(426933.000049498, 5564498.99987033, 0)"
17986,Culvert,Beaver Dams,NA,NA,10,687200,5739700,10,495303,5943911,2021-02-11,"c(273296.970578852, 5741326.42972607, 0)"
18135,Falls,Beaver Dams,NA,NA,9,617300,6008300,9,588500,6182200,2021-02-11,"c(-164212.864366205, 6054985.74447308, 0)"
18267,Culvert,Cascade/Chute,NA,NA,11,426933,5564499,9,641300,6074300,2021-02-11,"c(426933.000049498, 5564498.99987033, 0)"
18279,Log Jam,Cascade/Chute,NA,NA,11,632954,5538450,10,690962,5743196,2021-02-11,"c(632953.999798812, 5538450.00016768, 0)"
18280,Falls,Cascade/Chute,NA,NA,11,630656,5539206,10,397472,6032156,2021-02-11,"c(630655.99977336, 5539206.00038488, 0)"
18322,Falls,Culvert,NA,NA,9,597900,6088100,11,387343,5575947,2021-02-11,"c(-169763.791800059, 6137360.25731221, 0)"
18335,Falls,Beaver Dams,JEUNE CREEK,NA,10,687200,5739700,9,613000,5587975,2021-02-11,"c(273296.970578852, 5741326.42972607, 0)"
18391,Beaver Dams,Log Jam,NA,MURRAY CREEK,10,606520,5592916,9,662667,6114826,2021-02-11,"c(180865.458971136, 5601512.91667991, 0)"
18644,Cascade/Chute,Falls,TSEZAKWA CREEK,COQUIHALLA RIVER,10,618854,5469671,9,638700,6127800,2021-02-11,"c(183291.24795771, 5477541.52254808, 0)"
18696,Falls,Falls,NA,SIDDALL CREEK,10,568363,5453162,9,505100,5899800,2021-02-11,"c(131580.318889157, 5465075.3458247, 0)"
18789,Log Jam,BEAVER DAM,NA,SIDDALL CREEK,10,571999,5451239,10,626679,6041008,2021-02-11,"c(135057.935150174, 5462866.60717598, 0)"
18869,Falls,Cascade,GRAVE CREEK,COQUIHALLA RIVER,10,618660,5469971,11,616784,5563228,2021-02-11,"c(183121.513867057, 5477856.31910091, 0)"
18870,Falls,Cascade,NA,COQUIHALLA RIVER,10,626193,5479742,11,595698,5583320,2021-02-11,"c(191415.827401295, 5487006.88568006, 0)"
19425,Rock,Falls,DRYDEN CREEK,COQUIHALLA RIVER,10,618502,5469419,10,490288,5513137,2021-02-11,"c(182919.948702998, 5477318.04442809, 0)"
19128,Not Specified,Falls,NA,NA,10,639838,5811094,11,427654,5429849,2021-02-11,"c(231974.71467313, 5816419.28255439, 0)"
15761,NA,Falls,NA,NA,11,571884,5522783,NA,NA,NA,NA,"c(571884.00039418, 5522783.00001199, 0)"
15762,NA,Falls,NA,TRAIL CREEK,11,604888,5515808,NA,NA,NA,NA,"c(604887.999525536, 5515808.00019295, 0)"
15775,NA,Rock,NA,NA,11,426933,5564499,NA,NA,NA,NA,"c(426933.000049498, 5564498.99987033, 0)"
15809,Bridge,Falls,LITTLE HAY RIVER,NA,9,630600,6103200,10,673976,6503129,2021-02-11,"c(-134785.000948033, 6146685.40872617, 0)"
15842,NA,Beaver Dams,NA,NA,9,618700,6124500,NA,NA,NA,NA,"c(-142894.092820815, 6169821.86918794, 0)"
16536,Culvert,Log Jam,NA,NA,11,630656,5539206,10,688462,5741195,2021-02-11,"c(630655.99977336, 5539206.00038488, 0)"
16537,Log Jam,Falls,NA,NA,11,630656,5539206,10,687344,5727600,2021-02-11,"c(630655.99977336, 5539206.00038488, 0)"
16562,Beaver Dams,Falls,NA,NA,9,630600,6103300,9,516300,5892500,2021-02-11,"c(-134767.787946925, 6146784.39669407, 0)"
19676,Culvert,Rock,SALMON RIVER,BOISE CREEK,10,517185,5495401,10,533845,5437059,2021-02-11,"c(83835.1592075408, 5511337.56648669, 0)"
19680,Culvert,Rock,BINGS CREEK,BOISE CREEK,10,522587,5497167,10,447730,5404360,2021-02-11,"c(89372.4290259781, 5512669.68149954, 0)"
19780,Culvert,BEAVER DAM,NA,HOOKER LAKE,10,610277,5811273,10,532461,5447639,2021-02-11,"c(202507.198902227, 5819051.97186365, 0)"
19790,Culvert,Culvert,BOOTH CREEK,PYE CREEK,10,568864,5449811,10,511697,5455520,2021-02-11,"c(131814.454790731, 5461689.73512922, 0)"
21266,Cascade,Falls,RED CANYON CREEK,MUSKEG RIVER,10,481539,6050701,11,640330,5445732,2021-02-11,"c(94220.460001033, 6068838.35998336, 0)"
21936,Cascade,Cascade,KHUTZE RIVER,KASIKS RIVER,9,465148,6023595,9,542039,5895966,2021-02-11,"c(-312535.258349332, 6096191.34506063, 0)"
21991,Cascade,Falls,CROSS RIVER,PINE CREEK,9,610401,6066479,11,596655,5619425,2021-02-11,"c(-161096.211202168, 6113796.48962862, 0)"
20130,Cascade,Falls,NA,NA,10,630781,5817035,9,543231,5831437,2021-02-11,"c(223436.069210658, 5823095.89718672, 0)"
21435,BEAVER DAM,Cascade,BLOOM CREEK,MUSKEG RIVER,10,482247,6050558,11,610747,5438990,2021-02-11,"c(94915.061843396, 6068635.02487908, 0)"
21450,Rock,Falls,REDDING CREEK,SWIFTCURRENT CREEK,11,346960,5876523,11,543212,5499839,2021-02-11,"c(346959.999882148, 5876523.00031445, 0)"
22105,Cascade,Rock,NEMO CREEK,MILIGIT CREEK,9,573736,6051947,11,459630,5531170,2021-02-11,"c(-199918.541120477, 6105687.93795227, 0)"
21502,Rock,Falls,MARK CREEK,GHITA CREEK,11,387122,5855277,11,573601,5503210,2021-02-11,"c(387122.000052397, 5855277.00032233, 0)"
25541,Rock,Falls,SNIPPAKER CREEK,NA,10,349395,5507173,9,394047,6269022,2021-02-11,"c(-82978.1796458269, 5536558.41809797, 0)"
27715,Culvert,Falls,NA,NA,9,548123,5975670,11,635389,5544907,2021-02-11,"c(-238356.477123345, 6034423.0756036, 0)"
27716,Falls,Cascade,NA,NA,9,548882,5975138,9,513254,5896712,2021-02-11,"c(-237694.033183287, 6033765.98917194, 0)"
27943,Culvert,Cascade,NA,NA,9,548891,5974760,9,668639,6113336,2021-02-11,"c(-237749.474864125, 6033389.42463231, 0)"
28653,Persistent debris; present for several years,Falls,NA,PINE CREEK,9,613437,6058958,11,302553,5563028,2021-02-11,"c(-159379.073795049, 6105826.54056234, 0)"
28697,Falls,Falls,NA,NA,9,601354,6049165,10,349441,6036675,2021-02-11,"c(-173026.720031188, 6098196.3973413, 0)"
28698,Falls,Falls,NA,NA,9,601804,6048835,10,351391,6036862,2021-02-11,"c(-172637.42663861, 6097792.36312429, 0)"
28699,Log jam,Falls,NA,NA,9,601977,6048744,11,284239,5497149,2021-02-11,"c(-172481.621227194, 6097672.56943326, 0)"
28954,Cascade,Log jam,NA,NA,9,632589,6128109,9,565027,5787033,2021-02-11,"c(-128523.432091761, 6170997.41243817, 0)"
29054,Cascade,Cascade,NA,GANOKWA CREEK,9,627044,6072966,9,587628,5738134,2021-02-11,"c(-143501.592212913, 6117364.72299912, 0)"
29070,Falls,Falls,NA,NA,9,635224,6077502,9,665893,5808395,2021-02-11,"c(-134624.605452352, 6120451.69944179, 0)"
29071,Falls,Cascade,NA,NA,9,635498,6077563,9,607114,5793854,2021-02-11,"c(-134342.889700753, 6120465.05801965, 0)"
29280,OTHER,Cascade,NA,NA,9,461375,6002883,9,648113,6077990,2021-02-11,"c(-319836.701386991, 6076261.88313352, 0)"
25659,Falls,Falls,DE MAMIEL CREEK,DICK BOOTH CREEK,9,604519,5615968,10,443592,5360695,2021-02-11,"c(-242340.479985681, 5667922.09424229, 0)"
25691,BEAVER DAM,Falls,NA,DICK BOOTH CREEK,9,604049,5615898,10,517136,5644643,2021-02-11,"c(-242818.769712345, 5667929.1931038, 0)"
25755,Falls,Rock,NA,AMOS CREEK,9,584603,5550921,10,292903,5638188,2021-02-11,"c(-272699.585799973, 5606516.81427869, 0)"
25779,BEAVER DAM,Rock,COURVOISIER CREEK,AMOS CREEK,9,584603,5550921,10,578565,6559355,2021-02-11,"c(-272699.585799973, 5606516.81427869, 0)"
25780,Cascade,Rock,LASCA CREEK,AMOS CREEK,9,584735,5551291,11,489185,5492132,2021-02-11,"c(-272508.464464359, 5606863.28694387, 0)"
26532,Rock,Persistent debris; present for several years,SANDSTONE CREEK,NA,9,522494,5923248,8,679275,5911535,2021-02-11,"c(-272701.745889072, 5986745.50990286, 0)"
26535,Rock,Falls,NA,NA,9,681420,5794806,9,617870,5546459,2021-02-11,"c(-136619.204445674, 5832680.13559248, 0)"
27242,Falls,Cascade,NA,NA,9,660174,6115831,11,537726,5488678,2021-02-11,"c(-103344.601799162, 6154093.60582146, 0)"
26056,Dam,Culvert,NA,NA,10,349395,5507173,10,702514,5525126,2021-02-11,"c(-82978.1796458269, 5536558.41809797, 0)"
30383,Falls,Falls,NA,NA,10,676411,5782647,10,470263,5496679,2021-02-11,"c(266082.795307174, 5785027.29152582, 0)"
30384,Falls,Cascade,NA,NA,10,676411,5782647,10,470649,5497418,2021-02-11,"c(266082.795307174, 5785027.29152582, 0)"
30994,Falls,Falls,NA,SANTIAGO CREEK,9,669822,5519670,9,689776,5632595,2021-02-11,"c(-193083.396820602, 5561727.94481195, 0)"
31603,Falls,Culvert,NA,NA,10,624884,5872563,10,557715,6065510,2021-02-11,"c(222183.362648064, 5878963.57857502, 0)"
31604,Cascade,BEAVER DAM,NA,NA,10,624884,5872563,10,560690,6072924,2021-02-11,"c(222183.362648064, 5878963.57857502, 0)"
32286,BEAVER DAM,OTHER,NA,NA,9,563344,5804084,9,512258,6068730,2021-02-11,"c(-252188.605998562, 5861546.40527832, 0)"
32447,Cascade,BEAVER DAM,HEAKAMIE RIVER,NA,10,673622,5713956,10,369901,5658576,2021-02-11,"c(257647.446685357, 5716776.98253519, 0)"
33148,Cascade,Rocks,ROCKY CREEK,MUSKEG RIVER,10,481588,6050702,10,582526,6128615,2021-02-11,"c(94269.4655779316, 6068835.1664196, 0)"
33631,Falls,Rocks,NA,NA,9,539794,6028741,9,585555,5774007,2021-02-11,"c(-237553.679503297, 6088495.8984599, 0)"
34012,Rocks,Rocks,THEODOSIA RIVER,MISCHINSINLIKA CREEK,10,507047,6125759,10,384846,5551026,2021-02-11,"c(126128.140220617, 6141568.89433132, 0)"
34573,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584655,5551036,11,608240,5446535,2021-02-11,"c(-272629.274206795, 5606622.72646884, 0)"
34574,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584656,5551037,11,607979,5446135,2021-02-11,"c(-272628.118021557, 5606623.55867751, 0)"
34575,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584656,5551038,11,605519,5444519,2021-02-11,"c(-272627.956731708, 5606624.55232846, 0)"
34576,Beaver Dam,Rocks,CAVEN CREEK,AMOS CREEK,9,584718,5551229,11,604848,5444257,2021-02-11,"c(-272535.401149397, 5606804.40091638, 0)"
34817,Rocks,Cascade,KSEMAMAITH CREEK,WEDGEMOUNT CREEK,10,509156,5558572,9,475787,6105100,2021-02-11,"c(80887.060010855, 5575085.00596232, 0)"
35112,Beaver Dam,Rocks,NA,NA,9,547986,5975706,10,350794,5811821,2021-02-11,"c(-238486.272099757, 6034482.1261766, 0)"
35113,Beaver Dam,Rocks,NA,NA,9,548123,5975670,10,352255,5811488,2021-02-11,"c(-238356.477123345, 6034423.0756036, 0)"
35254,Rocks,Culvert,ALLAIRE CREEK,FRUITVALE CREEK,11,459843,5440245,10,406539,5659000,2021-02-11,"c(459842.999924552, 5440244.99991156, 0)"
35645,Beaver Dam,Rocks,LITTLE SAND CREEK,NA,9,459101,6056171,11,623783,5470256,2021-02-11,"c(-312937.518375168, 6129589.77131236, 0)"
35943,Rocks,Cascade,NA,KASIKS RIVER,9,465187,6023306,9,552223,5978366,2021-02-11,"c(-312546.14350721, 6095897.56539904, 0)"
35944,Rocks,Rocks,NA,KASIKS RIVER,9,465148,6023595,9,552383,5978216,2021-02-11,"c(-312535.258349332, 6096191.34506063, 0)"
35945,Rocks,Cascade,NA,KASIKS RIVER,9,464062,6030501,9,552869,5977749,2021-02-11,"c(-312427.662899309, 6103237.99557273, 0)"
35946,Canyon,Cascade,TOON RIVER,KASIKS RIVER,9,462226,6031771,9,440384,6040636,2021-02-11,"c(-314033.176555405, 6104815.11025562, 0)"
36136,Cascade,Cascade,CARBON CREEK,SEATON CREEK,11,482191,5541006,10,522026,6199251,2021-02-11,"c(482191.000396481, 5541005.99968705, 0)"
36137,Canyon,Cascade,CARBON CREEK,SEATON CREEK,11,482365,5541078,10,517882,6183257,2021-02-11,"c(482365.00008447, 5541078.00025186, 0)"
36138,Rocks,Beaver Dam,CARBON CREEK,SEATON CREEK,11,482624,5541154,10,511970,6181384,2021-02-11,"c(482624.000452352, 5541154.00005153, 0)"
36139,Rocks,Beaver Dam,CARBON CREEK,SEATON CREEK,11,482896,5541352,10,511057,6180741,2021-02-11,"c(482895.99953846, 5541352.00019584, 0)"
36140,Rocks,Cascade,CARBON CREEK,SEATON CREEK,11,482897,5541366,10,511415,6175525,2021-02-11,"c(482896.999570555, 5541366.00029988, 0)"
36141,Cascade,Persistent Debris,CARBON CREEK,SEATON CREEK,11,482900,5541364,10,510174,6173957,2021-02-11,"c(482900.000249621, 5541363.99997897, 0)"
36142,Rocks,Cascade,CARBON CREEK,SEATON CREEK,11,483210,5541519,10,509933,6173586,2021-02-11,"c(483209.999825109, 5541518.99989243, 0)"
36143,Falls,Beaver Dam,NA,SEATON CREEK,11,483644,5541682,9,412708,6396512,2021-02-11,"c(483644.000092988, 5541681.9998453, 0)"
36147,Rocks,Beaver Dam,PARSNIP RIVER,SEATON CREEK,11,484239,5542069,10,595764,6043208,2021-02-11,"c(484238.999705649, 5542068.99961025, 0)"
36151,Rocks,Beaver Dam,CEDAR CREEK,SEATON CREEK,11,485206,5542558,9,437807,6049073,2021-02-11,"c(485206.000461463, 5542557.99989562, 0)"
31081,Cascade,Cascade,MCKUSKY CREEK,WOODHUS CREEK,10,336923,5528911,10,672435,5787150,2021-02-11,"c(-93708.9248679831, 5559316.21455588, 0)"
31635,Cascade,Culvert,NA,NA,10,639377,5854129,11,378803,5484366,2021-02-11,"c(235096.050611694, 5859370.70592657, 0)"
31642,Falls,BEAVER DAM,KWOIEK CREEK,NA,9,440875,6081157,10,576831,5553576,2021-02-11,"c(-326728.612631681, 6157555.79031314, 0)"
30542,Falls,Culvert,LOCKHART GORDON CREEK,NA,9,687395,6105830,9,624186,5712946,2021-02-11,"c(-78141.5184947593, 6139519.57273733, 0)"
30544,Falls,Culvert,ALLARD CREEK,NA,9,687650,6105623,9,620711,5711612,2021-02-11,"c(-77924.9330809519, 6139271.06142486, 0)"
30678,Culvert,Culvert,RESORT CREEK,RAILROAD CREEK,11,403626,5560651,11,294892,5640069,2021-02-11,"c(403626.000227632, 5560650.99981381, 0)"
30679,Culvert,Culvert,NA,RAILROAD CREEK,11,406584,5555199,11,295343,5630692,2021-02-11,"c(406584.000359701, 5555198.99976726, 0)"
